web-scraper-order,web-scraper-start-url,threads,threads-href,username,text
"1595188654-6577","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","Ready4Dis","Killdozer said:
			
		
	
	
		
		
			Maybe I'm old but AIB still means 'add in board' and what we're talking about here are dedicated external GPUs plugging in to PCIe slots, so by default they're AIB's, so why do people keep using this phrase when referring to the differences between AMD/NVIDIA default/reference designs over custom partner boards?  It used to be about reference designs over custom designs, especially since some vendors will sell reference designs and custom designs so the current (wrong) 'AIB'' tag doesn't make much sense here either. Please help me out in understanding this craziness.
		
		Click to expand...
	
And this is the first time you've seen people use a term incorrectly?  This happens all the time, and it either dies off or becomes the norm.  If you want to try to go around and correct everyone with the hopes it'll die, good on you.  I just read it, know they mean partner boards and/or not reference design (because even board partners can still in release reference designed boards) and move on with my life.  It's too short to worry about silly things like this.  All that said, your are correct about the term not really meaning what people use it for."
"1595188605-6133","https://hardforum.com/forums/video-cards.3/","Understanding a ""streamer"" setup in regards to graphics card setup","https://hardforum.com/threads/understanding-a-streamer-setup-in-regards-to-graphics-card-setup.1998060/","t4keheart","Hi everyone,

To make a short story shorter, my girlfriend's brother passed away recently, so I acquired his setup.

This consists of an 8th gen i7, 32gb ddr4, gtx 1080ti sc, and an Elgato HD60 Pro capture card.



I'll admit I had no idea what the elgato was when I first spotted it, and until recently I knew literally nothing about streaming, and streaming setups.



Mind you, the capture card is installed in the same ""gaming PC"". I did some research and noticed that it's common for streamers to have their gaming pc, and then a secondary ""streaming PC"". Is this necessary?



I have another PC that's currently my linux server that I could potentially re-purpose to be used as a streaming PC with the elgato installed.



I did play around with it, and I found it somewhat confusing. Obviously it's got an input and an output port... so I connected the output from my GPU, to the input on the capture, then the output on the capture card to my monitor.

Is this not a common setup? It seemed to work ok like that...



Would I benefit from setting up a secondary PC with the elgato installed?

What are the pro's and cons of running the capture card from a secondary pc, vs. installed directly in the gaming rig?



As you may notice I'm pretty much a noob when it comes to the practice of streaming, but it seems like it might be a fun hobby and I like to tinker, so I'm wondering what's the proper way to go about setting this up?



Thank you all for any input!"
"1595188620-6257","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","ufollall","kirbyrj said:
			
		
	
	
		
		
			What drivers are you using?  Latest?
		
		Click to expand...
	
Latest one version 20.4.2 released on 15/05/2020"
"1595188585-5962","https://hardforum.com/forums/video-cards.3/","Same performance at different res. How can this be?","https://hardforum.com/threads/same-performance-at-different-res-how-can-this-be.1997650/","somebrains","Any dead end z270 or b350 cheapo setup someone is bailing from right now will be a big step up.

Literally any platform appropriate cpu any of us would spend $50 for a kids 1st gaming box would be a major step forward.

I’m thinking 4c/8t here.

Storage IO alone is worthwhile.

$200 spent wisely on a mobo/ddr4/cpu/nvme drive would be warranted."
"1595188616-6210","https://hardforum.com/forums/video-cards.3/","GPU Support for new 27"" 110P Monitor?","https://hardforum.com/threads/gpu-support-for-new-27-110p-monitor.1998491/","techbob","Here's my system - old but still not too bad for what I do! I'm currently using on board graphics. 



Intel 3570k

 P8Z77-V LK motherboad

16GB 



Up until now two 24"" monitors 1080p have been fine, but my goal is to get a new  27"" monitor greater than 1080P.



I won't be gaming, just need to support for Lightroom and a occasional Photoshop.



The new monitor that I'm considering is 2K WQHD (2560x1440p)



From my motherboard specs - 

Integrated Graphics Processor

Multi-VGA output support : HDMI/DVI/RGB/DisplayPort ports

- Supports HDMI with max. resolution 1920 x 1200 @ 60 Hz

- Supports DVI with max. resolution 1920 x 1200 @ 60 Hz

- Supports RGB with max. resolution 2048 x 1536 @ 75 Hz

- Supports DisplayPort with max. resolution 2560 x 1600 @ 60 Hz

Maximum shared memory of 1696 MB

Supports Intel® HD Graphics 





If I use displayport will this drive the 1440P monitor and a second monitor (DVI or VGA) at 1080p (24"") adequately?



Any help appreciated! If I add a new GPU I may need to upgrade the PSU and due to my computer case, I'll have to remove the motherboard which I wish to avoid! 



If there's a GPU that is energy efficient, that will do a better job than the on board graphics I'm open to that as well.



Thanks!"
"1595188652-6544","https://hardforum.com/forums/video-cards.3/","Can you guess what's coming to my collection?","https://hardforum.com/threads/can-you-guess-whats-coming-to-my-collection.1998924/","auntjemima","5200 with the leaf blower lol"
"1595188627-6335","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","princeboy47","Nope. From several, I play a game mmorpg called Rappelz. I used to play it on old laptop so it can be playable through it with certain low settings, those i play with on this pc and the temps go 60 and above it :/"
"1595188642-6493","https://hardforum.com/forums/video-cards.3/","How would you stress test integrated graphics?","https://hardforum.com/threads/how-would-you-stress-test-integrated-graphics.1998344/","MrAgmoore","Furious_Styles said:
			
		
	
	
		
		
			I agree with others, heaven/valley with a lower res like 720p is perfect.  Can combine it with any of the other stress tests and maybe load up all but one core and see where the temps go.  Also kinda funny that you went budget on almost every item except the premium case fans. 
		
		Click to expand...
	
After I posted this thread, I did a search on the Internet and found a really good resource:



""15 Best Tools to Stress Test Your PC (CPU, RAM, GPU, System)""



by Sam Chen Feb 11, 2018 updated March 19, 2020



https://www.gearprimer.com/technology/best-tools-stress-test-pc-cpu-ram-gpu/



So I actually did the valley test at 1080p on low res. I was kinda surprised at how OK it was."
"1595188610-6176","https://hardforum.com/forums/video-cards.3/","Geforce 1660 Super overheating","https://hardforum.com/threads/geforce-1660-super-overheating.1998039/","bikemanI7","Well new case should have more cooling/exhaust as well for the system,  if it runs a bit hot still, then will experiment with custom fan curve,  i never really set those up in the past, so wasn't sure what to do.    I'll probably overspend on getting this Desktop exactly like i like it,  but oh well i guess  at least it should be stable and all professionally configured properly,   Only thing i may add when get it home here is wifi card if doesn't come with wifi built in, i will have to see on that part



((no way to wire up ethernet as major tripping hazard if i was to run wire down the steps---so think will stick to wifi, even if i have to spend $50.00 more to get a pci e wireless card if not equipped already with it))"
"1595188646-6515","https://hardforum.com/forums/video-cards.3/","What low profile video card will fit Dell Optiplex SFF 3010 (Dells specifies AMD Radeon R5 240 1gb but I want something better.)","https://hardforum.com/threads/what-low-profile-video-card-will-fit-dell-optiplex-sff-3010-dells-specifies-amd-radeon-r5-240-1gb-but-i-want-something-better.1998848/","N4CR","just run an external 12v brick and cut a full size card in with a dremel, it's not hard, onl yissue is draw on the port if it goes over spec and doesn't use external molex"
"1595188665-6745","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","Reputator","Hey guys! Glad some of you found some enjoyment from my misfortune.








	
		
			
				vick1000 said:
			
		
	
	
		
		
			At one point he was talking and turned the slider for the fan down, you could hear the fan get quiet, then it started with the artifacts, and he immediately turned it back up, but it was too late.
		
		Click to expand...
	
The card wasn't actually supposed to run the fan at 100% in 2D mode. Idle temp was in the 40s (yes the GPU has a temp reader, perhaps one of the first) . Hardly at critical levels. Normally the fan runs at 50% on the desktop, and the numerous times I've gotten the card to boot up since, it was running at the correct speed. I briefly lowered the speed to 34%, and the artifacts started immediately after. I think that's more coincidence though.



Yes I've gotten this card to work many times since this video went up. Each time it does the exact same thing: It lasts about 5-7 minutes, then artifacts, then a black screen.



Anyway I probably shouldn't have titled the video the way I did, but I thought in the off chance it actually was my fault, others might get a kick out of it."
